tick,time,code,action,bus,servicer_id,service_index,request_type,request_id,target_request_id,request_status,request_response,sequence,<values>
989,0.989,B,service,rudder_controller1_bus,rudder1,58,RequestService,rudder1#13,,SERVICE,,238,_valueCurrent=,44.200000000000024,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
989,0.989,B,notify,rudder_bus1,rudder_controller1,244,RequestService,rudder_controller1#1,,SERVICE,
990,0.990,B,notify,rudder_controller1_bus,rudder1,59,RequestService,rudder1#13,,SERVICE,
990,0.990,B,service,rudder_controller1_bus,rudder1,59,RequestService,rudder1#13,,SERVICE,,239,_valueCurrent=,44.300000000000026,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
990,0.990,B,notify,rudder_bus1,rudder_controller1,245,RequestService,rudder_controller1#1,,SERVICE,
991,0.991,B,notify,rudder_controller1_bus,rudder1,60,RequestService,rudder1#13,,SERVICE,
991,0.991,B,service,rudder_controller1_bus,rudder1,60,RequestService,rudder1#13,,SERVICE,,240,_valueCurrent=,44.40000000000003,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
991,0.991,B,notify,rudder_bus1,rudder_controller1,246,RequestService,rudder_controller1#1,,SERVICE,
992,0.992,B,notify,rudder_controller1_bus,rudder1,61,RequestService,rudder1#13,,SERVICE,
992,0.992,B,service,rudder_controller1_bus,rudder1,61,RequestService,rudder1#13,,SERVICE,,241,_valueCurrent=,44.50000000000003,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
992,0.992,B,notify,rudder_bus1,rudder_controller1,247,RequestService,rudder_controller1#1,,SERVICE,
993,0.993,B,notify,rudder_controller1_bus,rudder1,62,RequestService,rudder1#13,,SERVICE,
993,0.993,B,service,rudder_controller1_bus,rudder1,62,RequestService,rudder1#13,,SERVICE,,242,_valueCurrent=,44.60000000000003,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
993,0.993,B,notify,rudder_bus1,rudder_controller1,248,RequestService,rudder_controller1#1,,SERVICE,
994,0.994,B,notify,rudder_controller1_bus,rudder1,63,RequestService,rudder1#13,,SERVICE,
994,0.994,B,service,rudder_controller1_bus,rudder1,63,RequestService,rudder1#13,,SERVICE,,243,_valueCurrent=,44.70000000000003,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
994,0.994,B,notify,rudder_bus1,rudder_controller1,249,RequestService,rudder_controller1#1,,SERVICE,
995,0.995,B,notify,rudder_controller1_bus,rudder1,64,RequestService,rudder1#13,,SERVICE,
995,0.995,B,service,rudder_controller1_bus,rudder1,64,RequestService,rudder1#13,,SERVICE,,244,_valueCurrent=,44.80000000000003,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
995,0.995,B,notify,rudder_bus1,rudder_controller1,250,RequestService,rudder_controller1#1,,SERVICE,
996,0.996,B,notify,rudder_controller1_bus,rudder1,65,RequestService,rudder1#13,,SERVICE,
996,0.996,B,service,rudder_controller1_bus,rudder1,65,RequestService,rudder1#13,,SERVICE,,245,_valueCurrent=,44.900000000000034,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=false
996,0.996,B,notify,rudder_bus1,rudder_controller1,251,RequestService,rudder_controller1#1,,SERVICE,
997,0.997,B,notify,rudder_controller1_bus,rudder1,66,RequestService,rudder1#13,,SERVICE,
997,0.997,B,service,rudder_controller1_bus,rudder1,66,RequestService,rudder1#13,,SERVICE,,246,_valueCurrent=,45.0,valueTarget=,45.0,_speedCurrent=,0.1,speedChange=NONE,_isTerminating=false,isArrived=true
997,0.997,C,submit,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#15,rudder1#13,UNBOUND
997,0.997,B,notify,rudder_controller1_bus,rudder1,66,RequestService,rudder1#13,,CANCEL,
997,0.997,D,respond,rudder_controller1_bus,rudder1,0,RequestCancel,rudder1#15,rudder1#13,,ACCEPTED_SERVICING
997,0.997,B,notify,rudder_bus1,rudder_controller1,252,RequestService,rudder_controller1#1,,SERVICE,
998,0.998,B,notify,rudder_bus1,rudder_controller1,253,RequestService,rudder_controller1#1,,SERVICE,
999,0.999,B,notify,rudder_bus1,rudder_controller1,254,RequestService,rudder_controller1#1,,SERVICE,
1000,1.000,B,notify,rudder_bus1,rudder_controller1,255,RequestService,rudder_controller1#1,,SERVICE,
